頁面編號,國際證券編碼,有價證券代號,有價證券名稱,市場別,有價證券別,產業別,公開發行/上市(櫃)/發行日,CFICode,備註
194,TW0000098169,009816,凱基台灣TOP50,上市,ETF,,2026/2/3,CEOIEU,
195,TW0000098177,009817,國泰日本不動產,上市,ETF,,2026/2/6,CEOJEU,
196,TW00000981A2,00981A,主動統一台股增長,上市,ETF,,2025/5/27,CEOIEU,
197,TW00000981T2,00981T,平衡凱基雙核收息,上市,ETF,,2025/9/24,CEOJLU,
198,TW00000982A0,00982A,主動群益台灣強棒,上市,ETF,,2025/5/22,CEOIEU,
199,TW00000982D4,00982D,主動富邦動態入息,上市,ETF,,2025/10/14,CEOIBU,
200,TW00000982T0,00982T,平衡兆豐台美動能,上市,ETF,,2025/12/26,CEOJLU,
201,TW00000983A8,00983A,主動中信ARK創新,上市,ETF,,2025/6/18,CEOIEU,
202,TW00000983D2,00983D,主動富邦複合收益,上市,ETF,,2025/10/14,CEOIBU,
203,TW00000984A6,00984A,主動安聯台灣高息,上市,ETF,,2025/7/14,CEOIEU,
204,TW00000984D0,00984D,主動聯博全球非投,上市,ETF,,2026/2/4,CEOIBU,
205,TW00000985A3,00985A,主動野村台灣50,上市,ETF,,2025/7/21,CEOIEU,
206,TW00000985B1,00985B,群益ESG投等債0-5,上市,ETF,,2025/9/11,CEOIBU,
207,TW00000986A1,00986A,主動台新龍頭成長,上市,ETF,,2025/8/27,CEOIEU,
208,TW00000987A9,00987A,主動台新優勢成長,上市,ETF,,2025/12/30,CEOIEU,
209,TW00000988A7,00988A,主動統一全球創新,上市,ETF,,2025/11/5,CEOIEU,
210,TW00000989A5,00989A,主動摩根美國科技,上市,ETF,,2025/10/22,CEOJEU,
211,TW00000990A3,00990A,主動元大AI新經濟,上市,ETF,,2025/12/22,CEOGEU,
212,TW00000991A1,00991A,主動復華未來50,上市,ETF,,2025/12/18,CEOIEU,
213,TW00000992A9,00992A,主動群益科技創新,上市,ETF,,2025/12/30,CEOIEU,
214,TW00000993A7,00993A,主動安聯台灣,上市,ETF,,2026/2/3,CEOIEU,
215,TW00000994A5,00994A,主動第一金台股優,上市,ETF,,2026/1/7,CEOGEU,
216,TW00000995A2,00995A,主動中信台灣卓越,上市,ETF,,2026/1/22,CEOIEU,
1262,TW0008069003,8069,元太,上櫃,股票,光電業,2006/6/26,ESVUFR,
