除息日,股利
2023-06-16 00:00:00+08:00,0.54
2023-09-18 00:00:00+08:00,0.54
2023-12-18 00:00:00+08:00,0.55
2024-03-18 00:00:00+08:00,0.66
2024-06-24 00:00:00+08:00,0.7
2024-09-23 00:00:00+08:00,0.72
2024-12-20 00:00:00+08:00,0.72
2025-03-18 00:00:00+08:00,0.72
2025-06-17 00:00:00+08:00,0.72
2025-09-16 00:00:00+08:00,0.54
2025-12-16 00:00:00+08:00,0.54
