date,dividend
2003-09-10,0.0662
2006-09-14,0.1592
2007-07-17,0.591
2008-08-20,0.1739
2010-08-12,0.4456
2011-07-13,0.5802
2013-07-25,0.1782
2014-07-10,0.396
2015-07-03,0.5941
2016-06-03,0.495
2017-07-05,0.495
2018-07-12,0.5941
2019-07-04,0.297
2020-07-06,0.5941
2021-08-10,0.5443
2022-07-06,0.9902
2024-07-01,0.4957
2025-06-30,0.8416
2026-06-30,1.0
