date,dividend
2000-05-31,0.2576
2001-07-23,0.2576
2002-07-12,0.4534
2003-08-01,0.5566
2004-08-02,1.1791
2005-08-02,1.8311
2006-08-02,2.155
2007-08-02,2.1391
2008-07-31,2.355
2009-07-29,1.8641
2010-06-29,2.4856
2011-07-11,2.1749
2012-07-19,3.3931
2013-07-15,3.3397
2014-07-16,3.6078
2015-06-23,4.5059
2016-06-30,4.5091
2017-06-30,4.7328
2018-07-09,5.4518
2019-07-09,5.6176
2020-07-31,6.439
2021-07-08,6.4487
2022-07-07,7.2557
2023-07-04,9.9877
2024-07-18,9.4481
2025-07-17,8.3924
2026-07-17,11.1586
