date,dividend
2021-11-16,0.58
2022-07-18,0.219
2022-11-16,0.35
2023-07-18,0.281
2023-11-16,0.198
2024-07-16,0.145
2024-11-18,0.24
2025-07-16,0.188
2025-11-18,0.276
2026-07-16,2.46
