date,dividend
2000-04-28,0.5779
2001-05-07,0.2442
2002-07-03,0.2543
2003-07-29,0.6369
2004-08-02,1.6081
2005-07-28,0.9867
2006-08-07,1.3395
2007-08-10,1.6342
2008-08-25,2.3418
2009-08-18,1.4425
2010-08-11,2.2769
2011-08-04,2.7092
2012-08-09,1.3997
2013-08-08,1.0069
2014-08-07,0.95
2015-08-06,1.5
2016-07-26,1.2005
2017-07-27,1.0001
2018-07-23,1.2
2019-07-15,1.2
2020-07-17,1.2
2021-04-23,1.6
2022-04-22,2.0
2023-04-20,1.2
2024-03-29,1.2
2025-03-27,1.4
2026-03-27,1.1
