date,close
2024-03-13,18.99
2024-03-14,18.8
2024-03-15,18.87
2024-03-18,18.86
2024-03-19,18.88
2024-03-20,18.79
2024-03-21,18.99
2024-03-22,19.0
2024-03-25,18.95
2024-03-26,18.89
2024-03-27,19.01
2024-03-28,19.03
2024-03-29,19.1
2024-04-01,19.05
2024-04-02,19.11
2024-04-03,19.08
2024-04-08,19.15
2024-04-09,19.19
2024-04-10,19.22
2024-04-11,19.2
2024-04-12,19.14
2024-04-15,18.98
2024-04-16,18.55
2024-04-17,18.67
2024-04-18,18.69
2024-04-19,18.33
2024-04-22,18.17
2024-04-23,18.23
2024-04-24,18.57
2024-04-25,18.35
2024-04-26,18.41
2024-04-29,18.77
2024-04-30,18.77
2024-05-02,18.73
2024-05-03,18.8
2024-05-06,19.08
2024-05-07,19.19
2024-05-08,19.3
2024-05-09,19.25
2024-05-10,19.49
2024-05-13,19.53
2024-05-14,19.64
2024-05-15,19.73
2024-05-16,19.87
2024-05-17,19.81
2024-05-20,19.84
2024-05-21,19.71
2024-05-22,19.99
2024-05-23,19.98
2024-05-24,19.96
2024-05-27,20.29
2024-05-28,20.3
2024-05-29,20.1
2024-05-30,19.91
2024-05-31,19.88
2024-06-03,20.04
2024-06-04,19.86
2024-06-05,19.73
2024-06-06,19.82
2024-06-07,19.83
2024-06-11,19.79
2024-06-12,19.85
2024-06-13,20.09
2024-06-14,20.1
2024-06-17,20.14
2024-06-18,20.26
2024-06-19,20.54
2024-06-20,20.66
2024-06-21,20.55
2024-06-24,20.41
2024-06-25,20.36
2024-06-26,20.34
2024-06-27,20.28
2024-06-28,20.41
2024-07-01,20.58
2024-07-02,20.53
2024-07-03,20.65
2024-07-04,20.77
2024-07-05,20.85
2024-07-08,20.98
2024-07-09,20.97
2024-07-10,20.99
2024-07-11,21.18
2024-07-12,21.03
2024-07-15,21.02
2024-07-16,20.97
2024-07-17,20.85
2024-07-18,20.66
2024-07-19,20.34
2024-07-22,19.99
2024-07-23,20.22
2024-07-26,19.91
2024-07-29,19.81
2024-07-30,19.75
2024-07-31,19.79
2024-08-01,20.13
2024-08-02,19.71
2024-08-05,18.37
2024-08-06,18.84
2024-08-07,19.28
2024-08-08,19.04
2024-08-09,19.45
2024-08-12,19.75
2024-08-13,19.81
2024-08-14,20.04
2024-08-15,19.93
2024-08-16,20.18
2024-08-19,20.2
2024-08-20,20.21
2024-08-21,20.14
2024-08-22,20.06
2024-08-23,20.09
2024-08-26,20.24
2024-08-27,20.21
2024-08-28,20.24
2024-08-29,20.21
2024-08-30,20.22
2024-09-02,20.21
2024-09-03,20.13
2024-09-04,19.5
2024-09-05,19.49
2024-09-06,19.74
2024-09-09,19.53
2024-09-10,19.48
2024-09-11,19.42
2024-09-12,19.66
2024-09-13,19.67
2024-09-16,19.69
2024-09-18,19.59
2024-09-19,19.7
2024-09-20,19.82
2024-09-23,19.93
2024-09-24,20.01
2024-09-25,20.2
2024-09-26,20.26
2024-09-27,20.28
2024-09-30,20.08
2024-10-01,20.04
2024-10-04,19.91
2024-10-07,19.98
2024-10-08,19.85
2024-10-09,19.94
2024-10-11,20.06
2024-10-14,20.11
2024-10-15,20.31
2024-10-16,20.21
2024-10-17,20.34
2024-10-18,20.41
2024-10-21,20.4
2024-10-22,20.46
2024-10-23,20.36
2024-10-24,20.29
2024-10-25,20.39
2024-10-28,20.42
2024-10-29,20.23
2024-10-30,20.19
2024-11-01,20.1
2024-11-04,20.17
2024-11-05,20.29
2024-11-06,20.34
2024-11-07,20.47
2024-11-08,20.48
2024-11-11,20.45
2024-11-12,20.23
2024-11-13,20.23
2024-11-14,20.07
2024-11-15,20.06
2024-11-18,19.96
2024-11-19,20.05
2024-11-20,20.02
2024-11-21,19.97
2024-11-22,20.04
2024-11-25,20.17
2024-11-26,20.06
2024-11-27,19.87
2024-11-28,19.67
2024-11-29,19.68
2024-12-02,19.95
2024-12-03,19.99
2024-12-04,20.06
2024-12-05,20.14
2024-12-06,20.22
2024-12-09,20.22
2024-12-10,20.14
2024-12-11,20.06
2024-12-12,20.13
2024-12-13,20.07
2024-12-16,19.98
2024-12-17,19.99
2024-12-18,20.1
2024-12-19,19.96
2024-12-20,19.89
2024-12-23,20.1
2024-12-24,20.18
2024-12-25,20.24
2024-12-26,20.24
2024-12-27,20.26
2024-12-30,20.17
2024-12-31,20.06
2025-01-02,19.96
2025-01-03,20.02
2025-01-06,20.28
2025-01-07,20.34
2025-01-08,20.31
2025-01-09,20.08
2025-01-10,19.96
2025-01-13,19.71
2025-01-14,19.85
2025-01-15,19.74
2025-01-16,19.89
2025-01-17,19.89
2025-01-20,20.04
2025-01-21,20.12
2025-01-22,20.15
2025-02-03,20.04
2025-02-04,19.96
2025-02-05,20.14
2025-02-06,20.17
2025-02-07,20.24
2025-02-10,20.22
2025-02-11,20.27
2025-02-12,20.32
2025-02-13,20.53
2025-02-14,20.48
2025-02-17,20.65
2025-02-18,20.74
2025-02-19,20.77
2025-02-20,20.76
2025-02-21,20.94
2025-02-24,20.86
2025-02-25,20.83
2025-02-26,20.95
2025-02-27,20.71
2025-03-03,20.59
2025-03-04,20.49
2025-03-05,20.65
2025-03-06,20.65
2025-03-07,20.53
2025-03-10,20.46
2025-03-11,20.25
2025-03-12,20.25
2025-03-13,20.13
2025-03-14,20.1
2025-03-17,20.17
2025-03-18,20.34
2025-03-19,20.23
2025-03-20,20.38
2025-03-21,20.34
2025-03-24,20.28
2025-03-25,20.25
2025-03-26,20.33
2025-03-27,20.18
