date,dividend
2001-09-07,0.639
2002-07-31,0.4937
2003-08-06,0.3357
2004-09-14,1.0071
2005-08-18,3.5583
2006-08-14,3.7693
2007-07-31,0.6281
2008-07-30,3.5584
2011-09-01,2.3034
2015-07-23,0.2303
2018-08-29,0.4949
2021-08-18,6.2165
2022-06-29,45.0
2023-06-30,70.0
2024-06-27,9.965
2025-06-19,32.5
2026-06-17,16.0
