date,dividend
2002-07-18,1.0026
2003-07-03,1.0527
2004-07-01,1.4036
2005-07-05,1.7543
2006-07-11,1.0481
2007-07-05,1.1051
2008-07-02,1.8418
2010-07-06,0.3868
2011-06-28,0.4873
2012-07-03,0.4142
2013-07-19,0.5431
2014-06-24,1.4001
2015-07-01,1.9602
2016-06-27,1.9602
2017-07-03,1.9602
2018-06-26,2.4502
2019-07-01,1.4701
2020-07-01,1.9691
2021-07-26,2.4614
2022-07-04,3.446
2023-06-28,0.9
2024-07-01,2.0
2025-06-30,3.5
2026-06-30,3.5
