date,dividend
2000-06-22,0.8467
2001-07-10,0.9675
2002-07-25,0.5474
2003-07-24,0.9627
2004-07-23,2.0534
2005-07-26,2.7234
2006-07-26,2.7894
2007-07-26,2.2152
2008-07-24,2.7889
2009-07-24,1.1462
2010-07-26,0.9199
2011-07-18,1.8125
2012-07-26,0.9804
2013-07-26,0.3922
2014-08-14,0.6728
2015-07-24,1.0
2016-07-26,0.5
2017-07-26,0.85
2018-07-26,0.88
2019-07-25,1.0
2020-07-24,0.5
2021-08-31,0.3
2022-07-26,3.1
2023-07-26,1.0
2024-07-26,0.35
2025-07-24,0.33
2026-07-24,0.15
