date,dividend
2001-08-22,0.2449
2002-08-08,0.4148
2003-08-07,0.237
2004-08-26,0.0889
2006-08-02,0.2015
2007-08-21,0.7644
2008-09-30,1.1287
2009-09-14,0.8586
2010-09-03,0.7155
2011-08-11,0.7513
2012-09-05,0.3757
2013-08-22,0.0751
2014-08-05,0.2404
2015-08-27,0.4508
2016-07-13,0.4508
2017-07-21,0.6011
2018-07-19,0.3005
2019-07-18,0.2254
2020-07-30,0.7513
2021-07-30,0.9767
2022-07-29,0.7513
2023-07-27,1.8783
2024-07-26,4.9587
2025-07-25,8.1818
2026-08-05,11.0
