date,dividend
2024-07-16,0.33
2024-08-16,0.14
2024-09-18,0.142
2024-10-17,0.139
2024-11-18,0.115
2024-12-17,0.023
2025-01-17,0.026
2025-02-18,0.026
2025-03-18,0.026
2025-04-18,0.026
2025-05-19,0.026
2025-06-17,0.028
2025-07-16,0.077
2025-08-18,0.077
2025-09-16,0.088
2025-10-20,0.098
2025-11-18,0.13
2025-12-16,0.132
2026-01-19,0.132
2026-02-26,0.14
2026-03-17,0.14
2026-04-20,0.143
2026-05-19,0.25
2026-06-16,0.25
2026-07-16,0.3
