date,dividend
2003-08-04,0.3281
2004-08-04,1.3623
2005-09-29,1.3587
2006-07-25,1.3751
2007-08-02,1.3307
2008-08-06,1.1089
2009-07-30,0.2218
2010-08-11,0.8871
2011-08-23,0.8144
2012-08-08,0.7578
2013-08-13,1.0103
2014-08-13,1.0309
2015-08-13,1.3002
2016-08-15,1.4051
2017-08-10,1.3302
2018-08-09,1.4051
2019-08-12,1.5924
2020-08-13,1.5924
2021-08-12,1.48
2022-08-11,1.3442
2023-08-10,1.2001
2024-08-08,1.5
2025-08-07,1.6
2026-08-13,1.75
